raj2000,dej2000,objid,fuvmag,e_fuvmag,nuvmag,e_nuvmag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_separation (deg)
0.18591,-54.830777,6378480489978661119,,,19.2287,0.0843,HIP 65 A,0.187108674,-54.830524072,0.0,0.0,0.0,0.0,7.35300375148319E-04
0.326152,-8.92602,6376932347539884092,19.6423,0.1755,14.0747,0.0076,WASP-136,0.32575039299,-8.92629184132,3.7225,2.432,9.437,11.64,4.80939571916589E-04
0.774375,-62.469241,6378937825610433628,,,20.0753,0.0896,HATS-34,0.77446064533,-62.46933768855000,1.9439,2.791,4.876,17.286,1.04478859434684E-04
1.046515,-47.360617,6379113721701073930,,,18.6931,0.0488,WASP-96,1.0464069851,-47.36064467548,2.859,25.594,2.192,-0.9,7.82265095589299E-05
3.903441,-11.938144,6377706411244126216,,,19.4006,0.0547,WASP-44,3.9032061042900000,-11.93813467611,2.7644,15.272,-30.159,0.0,2.30004332905997E-04
3.961647,1.200722,6379148907146906406,22.7738,0.4371,16.221,0.0132,WASP-32,3.9616988593100000,1.2004413613600000,3.5706,1.951,16.447,18.41,2.85387900279932E-04
4.146321,-10.976378,6379184131247440441,,,17.045,0.0192,WASP-158,4.1463391012,-10.97641539124,1.851,1.769,-1.68,25.0,4.13990283955397E-05
4.446528,-66.358695,6379184131247440441,20.2915,0.224,14.0676,0.0079,HD 1397,4.44646824588,-66.35890638457,12.4934,64.729,-5.138,30.75,2.12738355061468E-04
4.60282,-15.267242,6379184115141313814,21.7561,0.2701,16.2842,0.0123,WASP-26,4.602920025340000,-15.26729882744,3.9574,27.416,-24.524,9.6,1.11985223559187E-04
4.773127,-9.965074,6379184115141313814,,,18.8212,0.042,TOI-260,4.77317661843625,-9.964852408527780,49.4757,-36.325,-301.491,-11.121,2.26916384982227E-04
5.160587,-23.935852,6380204502734078723,22.2724,0.5273,15.7572,0.0155,WASP-20,5.16056268042,-23.93572300256,3.4699,1.352,-14.739,1.251,1.30898543017061E-04
5.167346,31.990103,6380204436162085067,,,16.6202,0.0156,WASP-1,5.16697740369,31.98998744711,2.6108,-4.692,-3.32,-13.424,3.33293514693521E-04
5.237378,-35.998363,6380204436162085067,,,19.4639,0.0403,WASP-45,5.237475543090000,-35.998262957410000,4.652,52.831,-46.94,4.95,1.27421381273371E-04
5.618303,-59.942595,6382597041111958605,,,17.351,0.024,HATS-30,5.61871720726,-59.942567558600000,2.9123,-22.34,-5.039,1.26,2.09269995003366E-04
6.529314,14.336487,6381822918354012108,,,18.1909,0.035,TOI-5322,6.5293857275,14.336400499160600,2.0913,-10.905,6.457,-2.1866,1.10958471866592E-04
6.702568,-56.316012,6381893301054737113,,,19.8666,0.0745,HATS-46,6.70247354525,-56.31613343846000,2.2033,21.457,7.271,0.0,1.32255644246468E-04
7.301462,-30.453831,6384567294008233463,,,20.3358,0.0758,TOI-178,7.30126216402,-30.453740793620000,15.9,150.032,-87.132,57.38,1.94455277946746E-04
7.301462,-30.453831,6377917465934955465,,,20.3358,0.0758,TOI-178,7.30126216402,-30.453740793620000,15.9,150.032,-87.132,57.38,1.94455277946746E-04
7.301462,-30.453831,6374926826521755867,,,20.3358,0.0758,TOI-178,7.30126216402,-30.453740793620000,15.9,150.032,-87.132,57.38,1.94455277946746E-04
7.301462,-30.453831,6374750871373221208,,,20.3358,0.0758,TOI-178,7.30126216402,-30.453740793620000,15.9,150.032,-87.132,57.38,1.94455277946746E-04
7.301462,-30.453831,6373730592228379058,,,20.3358,0.0758,TOI-178,7.30126216402,-30.453740793620000,15.9,150.032,-87.132,57.38,1.94455277946746E-04
7.301462,-30.453831,6371302859818928655,,,20.3358,0.0758,TOI-178,7.30126216402,-30.453740793620000,15.9,150.032,-87.132,57.38,1.94455277946746E-04
7.709326,-40.573384,6373062067683854046,21.9494,0.4014,15.7411,0.0125,WASP-190,7.709311949370000,-40.57342150294,1.791,38.34,-9.255,0.61,3.8991953234995E-05
8.739896,4.381155,6372252776662045495,22.1149,0.3553,15.6405,0.0111,HD 3167,8.73968422165,4.38146780362,21.1363,107.569,-173.334,19.456,3.77404860310111E-04
8.739896,4.381155,6371478734432637367,22.1149,0.3553,15.6405,0.0111,HD 3167,8.73968422165,4.38146780362,21.1363,107.569,-173.334,19.456,3.77404860310111E-04
9.572796,42.463189,6371267620686008155,20.8257,0.3624,15.7473,0.012,HAT-P-16,9.573160010010000,42.46311576062000,4.4958,-21.535,-4.582,-15.51,2.78342858920924E-04
10.570475,-36.718813,6377882266530484304,,,22.8002,0.4472,TOI-244,10.570585612360000,-36.71817082717,45.2998,-154.88,45.632,15.141,6.48264928961265E-04
11.256316,0.593453,6374645321478179524,,,20.2807,0.0952,K2-206,11.256314698600000,0.59326435961,4.0495,25.938,-18.067,27.5297,1.88644878540817E-04
11.298245,6.481593,6373765719692153057,,,17.2665,0.0306,K2-217,11.29838602929,6.48157570793,2.6009,-4.218,2.818,-5.95,1.41190765031489E-04
11.479882,6.347128,6376932284189115418,,,20.7992,0.1398,K2-216,11.480243412720000,6.346985246980000,8.6884,-1.85,10.446,-26.1496,3.86524546655265E-04
11.699932,0.640427,6383547001976394272,,,19.0525,0.0882,K2-207,11.699702619310000,0.6408058557,2.7224,-12.667,-43.588,-3.1383,4.42877596052701E-04
12.546092,-83.744019,6383546961174201701,19.0034,0.082,12.7197,0.0022,HD 5278,12.54126909676,-83.74389794726,17.4177,139.455,30.389,-30.3,5.39320871249851E-04
12.613741,5.871512,6372393561392942523,,,22.9481,0.4625,K2-385,12.613791891510800,5.871360390453060,2.445,65.454,-24.086,8.296,1.59838349120269E-04
12.769902,9.51694,6377952657825336451,,,17.8053,0.0313,K2-220,12.769872462750000,9.516801429150000,4.2757,30.833,-7.454,13.8281,1.41599716681817E-04
12.773469,-1.195819,6377952658896980367,21.56,0.3891,19.2443,0.0895,K2-203,12.77373871773,-1.19588636452,5.9147,-11.103,0.45,19.5709,2.77945941744523E-04
12.80954,6.846482,6374539846745063808,,,18.7339,0.0497,K2-218,12.80966269841,6.8464682118000000,2.5703,-11.469,-8.26,0.1491,1.22601268361865E-04
12.84518,8.867764,6373167657307344787,,,17.748,0.039,K2-219,12.845265258860000,8.867639721150000,3.0537,7.132,-21.445,-19.96,1.50138498462416E-04
12.84518,8.867764,6374926813634759803,,,17.748,0.039,K2-219,12.845265258860000,8.867639721150000,3.0537,7.132,-21.445,-19.96,1.50138498462416E-04
12.84518,8.867764,6377847115444389682,,,17.748,0.039,K2-219,12.845265258860000,8.867639721150000,3.0537,7.132,-21.445,-19.96,1.50138498462416E-04
13.001041,34.728518,6374610124221188507,,,19.4336,0.0797,HAT-P-28,13.00078172124,34.728390342370000,2.4728,25.615,2.712,48.06,2.48403527820627E-04
13.079914,10.794703,6371338050631368900,,,18.3878,0.0328,EPIC 220674823,13.079756556790000,10.794696215230000,4.0854,61.006,2.063,-15.4703,1.54805937934801E-04
13.079914,10.794703,6377917480969439502,,,18.3878,0.0328,EPIC 220674823,13.079756556790000,10.794696215230000,4.0854,61.006,2.063,-15.4703,1.54805937934801E-04
13.140045,3.507916,6372393588236486902,,,17.7524,0.0391,K2-213,13.140321102700000,3.50775912841,2.507,18.242,2.568,-6.373,3.17105677862624E-04
13.194051,9.692785,6375348918826307031,,,22.3871,0.4072,K2-283,13.194415993880000,9.69292573844,2.448,-11.003,-1.781,-5.682,3.86330691308504E-04
13.432013,7.995479,6372780605592045739,,,20.9829,0.2324,K2-282,13.43201404633,7.99531698508,2.0181,31.831,-5.943,-0.03,1.62018233318974E-04
13.432013,7.995479,6372921285098344176,,,20.9829,0.2324,K2-282,13.43201404633,7.99531698508,2.0181,31.831,-5.943,-0.03,1.62018233318974E-04
14.517907,-0.192978,6377002724873994564,,,22.293,0.4701,K2-148,14.517816444150000,-0.19315601268,8.0345,-38.792,-23.689,0.6705,1.99721764207688E-04
14.517907,-0.192978,6373624998309922414,,,22.293,0.4701,K2-148,14.517816444150000,-0.19315601268,8.0345,-38.792,-23.689,0.6705,1.99721764207688E-04
14.517907,-0.192978,6371302790025710346,,,22.293,0.4701,K2-148,14.517816444150000,-0.19315601268,8.0345,-38.792,-23.689,0.6705,1.99721764207688E-04
14.690294,1.383524,6381822970967360222,,,18.9548,0.079,K2-209,14.69067021262,1.38379866651,13.0776,-75.19,-230.322,-26.2,4.65719980302907E-04
14.826684,-19.771106,6373836151787094821,,,16.9817,0.0264,TOI-2420,14.826607853630800,-19.77124418076280,2.2495,45.023,18.561,17.74,1.55655831784721E-04
14.876051,4.227784,6382350747284014698,,,17.1219,0.032,K2-214,14.876086574390000,4.227848227090000,3.2173,-25.221,-17.656,-16.9734,7.33742334550836E-05
15.006009,-58.904597,6386889487260059649,,,17.0576,0.0204,HATS-68,15.00588876146,-58.90475579943,1.6531,22.599,7.345,12.371,1.70509592595635E-04
15.217518,0.426159,6382350686080731013,,,17.1162,0.0302,K2-205,15.217487597560000,0.42600218861000000,2.4944,23.99,-8.409,17.9492,1.59731240766912E-04
15.217853,-24.424036,6386889487260058165,20.966,0.24,14.2514,0.0058,TOI-261,15.21762780621,-24.423944457530000,8.7997,108.585,-11.376,9.2,2.24548375578785E-04
15.598509,37.184916,6383265471165107158,20.0905,0.1702,14.5427,0.0083,HD 6061,15.598196593290000,37.18548278214,14.7714,-9.721,-10.089,10.14,6.19022021693455E-04
15.788353,35.389095,6382456259598093663,,,15.7627,0.0175,TOI-6651,15.78853463335,35.38913212444000,4.7274,10.544,-21.279,-14.65,1.52657284155108E-04
16.462208,11.753555,6387522814547592512,20.8938,0.1799,14.0869,0.0052,K2-222,16.46227644296,11.75342764592,10.0427,55.441,67.22,1.48,1.43906647264619E-04
16.655006,10.189886,6384004368748778418,,,18.689,0.0641,K2-221,16.654980023030000,10.189681108330000,3.2109,11.112,13.32,7.5689,2.06480701706212E-04
16.7614,6.589254,6384848868840837754,,,20.4269,0.1349,EPIC 220492298,16.761437380878700,6.588827724994720,1.6334,14.573,-6.905,-19.13,4.27889368536342E-04
16.778315,-75.198858,6384883960871125781,,,18.1638,0.046,TOI-169,16.778346173740000,-75.19887686329,2.4398,20.293,-15.865,43.4,2.0475491367651E-05
17.382492,-0.517462,6382280401088417878,,,18.1358,0.0474,K2-204,17.38252221810130,-0.5176224560452780,1.8101,-3.598,-30.522,-51.458,1.63276457602686E-04
17.474836,25.681749,6381647039441147195,21.6233,0.2011,15.2825,0.0061,WASP-187,17.47485652159,25.681695978270000,2.778,-24.387,-10.819,-20.0,5.61546580162892E-05
17.641091,1.578533,6384848855955931842,,,18.2581,0.0368,K2-210,17.64096410307,1.57827673427,5.612,70.876,31.801,0.09,2.85941843162542E-04
18.048065,-56.925224,6381400756352713978,,,15.9401,0.012,TOI-4406,18.04824385893,-56.92546946678000,3.8182,34.558,19.041,24.7,2.6416177078374E-04
18.300007,7.01303,6387522842464881256,,,18.8028,0.0679,K2-386,18.300032149092900,7.013067812756390,2.3409,-8.24,-8.725,-19.4929,4.53084198333964E-05
18.470161,6.123999,6381576652443353481,,,18.8336,0.0686,K2-215,18.470107213690000,6.12391183852,2.4719,-6.403,-10.955,14.7092,1.02260290917548E-04
18.995443,21.617159,6382456271411349512,21.1141,0.2567,15.1069,0.0091,WASP-186,18.99521145459,21.616946022,3.5265,21.76,-9.197,-5.94,3.02814363789584E-04
19.07669,-20.952756,6384708069075453140,,,22.6263,0.3551,TOI-277,19.077230281750000,-20.95220336281,15.4058,-115.333,-249.417,12.25,7.48321794050587E-04
19.449367,6.868941,6383089608360462554,,,19.8188,0.0998,K2-113,19.4492941464,6.868901780750000,1.5734,20.321,-12.737,-40.7727,8.22792640751069E-05
19.470587,5.474028,6386783979243046352,,,18.0639,0.0402,TOI-4527,19.471877605510000,5.473930097422220,55.2482,87.813,-634.188,-60.65,0.0012884448157767100
20.163315,-86.980094,6386783979243046352,,,16.3926,0.0229,TOI-2236,20.166311126440000,-86.97993120915,2.8615,-3.653,-7.86,46.79,2.26753460444317E-04
20.4387,-46.714504,6378726771993347319,22.0722,0.2629,20.0023,0.0629,GJ 3090,20.43912570994,-46.71437915945,44.5348,-111.089,-79.954,16.35,3.17458698419846E-04
20.779128,0.889216,6378726771993347319,,,18.3969,0.0398,K2-208,20.77909469886,0.8891783039600000,3.8358,-26.433,-39.656,9.8361,5.02960264971331E-05
20.922609,-8.70153,6378726771993347319,,,21.2261,0.2478,TOI-2411,20.92297036944,-8.7013836314,16.8113,-117.921,-95.403,-13.57,3.86034735695983E-04
21.065128,32.810912,6378726771993347319,,,20.1802,0.0911,HAT-P-51,21.06517244598,32.81077227123,2.2499,-9.242,-16.771,-27.25,1.44635900961997E-04
21.10593,1.705021,6378726771993347319,,,20.3223,0.1053,K2-211,21.105948919890000,1.70495428332,3.576,48.694,-10.262,-13.57,6.9345228670457E-05
21.186108,21.513121,6378726771993347319,,,18.219,0.0409,TOI-4515,21.18619761903,21.51304891974,5.1597,-4.285,3.462,13.27,1.10213689414258E-04
21.921049,72.296151,6387522784482820589,,,21.9977,0.3616,TOI-1695,21.92072026551,72.29644065428,22.2257,71.628,40.45,-60.38,3.06419455948381E-04
22.445587,-60.739892,6387522784482820589,,,17.9236,0.0271,TIC 237913194,22.44565208557,-60.73995458868000,3.2485,18.124,10.445,29.89,7.02093838407602E-05
23.593763,-66.676164,6374574946293649368,,,17.6418,0.0287,TOI-125,23.5947254645,-66.67581974494,9.0623,-119.55,-123.03,11.78,5.13541656337347E-04
23.593763,-66.676164,6382984079940256134,,,17.6418,0.0287,TOI-125,23.5947254645,-66.67581974494,9.0623,-119.55,-123.03,11.78,5.13541656337347E-04
23.593763,-66.676164,6384884004896637917,,,17.6418,0.0287,TOI-125,23.5947254645,-66.67581974494,9.0623,-119.55,-123.03,11.78,5.13541656337347E-04
24.16799,-50.659318,6371267651824519731,,,19.3111,0.0406,WASP-105,24.16813268116,-50.6592059036,4.6026,-38.795,-23.907,25.26,1.44037513496414E-04
24.354828,-45.677356,6375489817277368486,19.8589,0.1079,13.8838,0.0031,WASP-18,24.354305332790000,-45.677881865960000,8.1443,25.404,20.479,4.09,6.40230419869282E-04
26.632614,2.700695,6375489817277368486,20.9135,0.2829,14.5029,0.0086,WASP-76,26.632739973940000,2.7005639071000000,5.2899,45.531,-40.593,-1.152,1.81712825710767E-04
28.715516,-29.421738,6385200630959443250,,,18.8967,0.0613,TOI-849,28.71543350356,-29.42179677633,4.4347,73.27,20.486,10.15,9.28333706065539E-05
29.263476,0.759321,6385200630959443250,,,15.9531,0.012,WASP-71,29.263349783770000,0.7588541813600000,2.8158,23.418,-6.844,7.69,4.83577691095546E-04
30.904554,21.281201,6371162058977706076,22.0348,0.4085,14.8446,0.0062,HIP 9618,30.904272069850000,21.280864617630000,14.8601,158.857,107.476,-15.933,4.26810733558387E-04
30.904554,21.281201,6380872939231774600,22.0348,0.4085,14.8446,0.0062,HIP 9618,30.904272069850000,21.280864617630000,14.8601,158.857,107.476,-15.933,4.26810733558387E-04
31.909123,-20.661754,6380872939231774600,,,20.0746,0.0915,WASP-53,31.909206067790000,-20.66187735943,4.9846,-9.144,7.989,-4.88,1.4580362312901E-04
32.78192,2.418198,6384602500928899852,,,19.3047,0.0851,WASP-156,32.78176518340000,2.41802179069,8.2073,74.217,39.93,9.3,2.34467981538415E-04
33.153758,-35.390961,6377073062481758082,,,17.4011,0.0283,TOI-2421,33.15386762808,-35.39090229136000,3.0818,29.004,-3.689,8.08,1.06929276943619E-04
35.215705,-1.825944,6385833952878268172,,,16.8136,0.0252,WASP-116,35.21572345248290,-1.826049453366390,1.9009,8.687,1.75,-9.22,1.07054009240056E-04
35.3833,32.246307,6385833959320716238,,,19.4194,0.0887,HAT-P-38,35.3832514739,32.24613703865,3.9747,47.671,-21.594,-19.85,1.74846423464414E-04
36.775364,-50.284369,6385833959320716238,21.4164,0.3006,14.7842,0.0084,WASP-117,36.77540656946,-50.28453077773000,6.3409,60.058,24.643,-16.02,1.64048536402886E-04
36.868019,-27.635437,6385833959320716238,21.953,0.362,16.099,0.0133,HD 15337,36.86824219719000,-27.635204654340000,22.2922,-73.581,-211.935,-3.882,3.05095697617678E-04
36.868019,-27.635437,6385728400835741004,21.953,0.362,16.099,0.0133,HD 15337,36.86824219719000,-27.635204654340000,22.2922,-73.581,-211.935,-3.882,3.05095697617678E-04
37.15526,-7.060379,6385728400835741004,,,16.1024,0.0179,WASP-77 A,37.1551156952,-7.060660123910000,9.4629,93.708,-1.717,0.0,3.15499453701894E-04
37.194288,-80.899358,6385728400835741004,20.5584,0.1712,19.1814,0.0613,TOI-1224,37.19348173985,-80.89922226762,26.8266,159.965,27.171,15.6,1.86242488018793E-04
37.194288,-80.899358,6380239651674785638,20.5584,0.1712,19.1814,0.0613,TOI-1224,37.19348173985,-80.89922226762,26.8266,159.965,27.171,15.6,1.86242488018793E-04
38.271515,-10.351802,6380239651674785638,,,17.4157,0.0253,HD 15906,38.272010271300000,-10.35178093923,21.8635,-172.917,-92.218,-3.697,4.87664762318065E-04
38.271515,-10.351802,6385482188614273525,,,17.4157,0.0253,HD 15906,38.272010271300000,-10.35178093923,21.8635,-172.917,-92.218,-3.697,4.87664762318065E-04
38.361482,41.01347,6384215528670496870,,,16.1808,0.0219,TOI-1601,38.3614470697,41.013436068700000,2.986,21.354,-0.93,-7.8,4.29652963696877E-05
38.470463,-10.657316,6372393536698978230,,,17.4668,0.0246,TIC 4672985,38.47048896377,-10.65726234022,3.9593,43.196,-27.951,33.14,5.94174563128567E-05
39.89756,-50.008049,6374047239768114750,21.025,0.2269,14.6516,0.0076,WASP-99,39.89768080557,-50.00802199211,6.2438,-1.77,-39.806,25.15,8.22027607647876E-05
41.040035,-30.169101,6374047239768114750,22.3828,0.4014,15.6359,0.0101,WASP-72,41.040040009760000,-30.16904546173,2.3889,7.614,-7.673,37.36,5.57068977689904E-05
42.246767,-14.537142,6374047239768114750,,,21.9263,0.464,TOI-1201,42.24697018587540,-14.537483892027500,26.5706,164.069,46.549,32.37,3.94428038121016E-04
42.291562,-58.024568,6377917494928082760,22.362,0.4991,15.4465,0.0102,TOI-558,42.2915002936,-58.02469900098,2.4606,1.127,3.759,30.77,1.35014951437067E-04
43.43439,69.101289,6377917494928082760,21.8872,0.4,14.8137,0.0089,TOI-1736,43.435022269870000,69.10140733854,11.3435,-46.468,-14.49,-25.34,2.54701114995279E-04
43.687943,-10.897996,6377776790723627317,,,17.9676,0.0358,WASP-50,43.68805906266,-10.8980625624,5.4865,3.383,8.913,25.24,1.31983328071674E-04
43.884138,-34.97791,6378163807007544148,,,19.8305,0.0813,TOI-2345,43.88373001726000,-34.977525198150000,12.2967,202.481,-104.354,58.27,5.09728215842092E-04
43.884138,-34.97791,6378163807007544148,,,19.8305,0.0813,TOI-2345,43.88373001726000,-34.977525198150000,12.2967,202.481,-104.354,58.27,5.09728215842092E-04
44.262137,-56.192059,6373730523510999833,21.54,0.2927,15.7339,0.0116,HD 18599,44.26229820141,-56.19208705175000,25.8847,-36.661,50.558,-0.48,9.3978427147423E-05
45.400743,69.230106,6377741563403963787,,,18.3032,0.0597,TOI-1648,45.40098275952,69.22990015803,14.3348,16.187,5.43,-32.01,2.22710146424565E-04
46.060674,43.557833,6382280384984385278,,,16.3548,0.0229,TOI-6041,46.0606077528,43.55795173298,13.7633,71.64,-66.176,7.54,1.28071389989239E-04
46.81859,-31.162791,6382667388381302080,22.8256,0.4541,15.8384,0.0117,TOI-559,46.81873161120000,-31.16269452974,4.2939,-22.983,-69.795,-13.77,1.54888142256594E-04
47.368988,30.67359,6387874674376705592,,,19.4402,0.0728,WASP-11,47.3689306623,30.67357305371,7.6997,3.334,-44.433,4.854,5.21458508425864E-05
47.384275,-34.198215,6387874674376705592,,,17.4098,0.0234,TOI-5678,47.384215887770000,-34.19809712032,6.0987,-5.509,-89.117,0.47,1.27616660532526E-04
47.516246,-50.83186,6374821256225623285,19.1478,0.1249,14.0019,0.007,TOI-257,47.51659291291,-50.83238342347,13.0107,97.986,27.924,0.05,5.67433350611192E-04
47.515184,-50.832695,6377952651382883144,,,13.2473,0.0048,TOI-257,47.51659291291,-50.83238342347,13.0107,97.986,27.924,0.05,9.42825611420479E-04
47.516727,-50.833323,6377952651382883144,,,13.1446,0.0056,TOI-257,47.51659291291,-50.83238342347,13.0107,97.986,27.924,0.05,9.43385396912606E-04
47.726881,-73.531961,6377952651382883144,,,20.4821,0.2244,TOI-3261,47.727760165420400,-73.53212064439700,3.3278,50.305,34.538,-2.125,2.95972042681609E-04
48.435415,25.19733,6377952651382883144,,,20.4347,0.162,HAT-P-25,48.43540885216,25.197413706430000,3.3128,13.49,-13.684,-11.82,8.38910707198801E-05
49.177631,15.657252,6377952651382883144,21.8075,0.4219,14.522,0.0089,HD 20329,49.17762414838,15.65722570946,15.6585,111.774,-202.41,-71.629,2.71056804950065E-05
49.562042,-41.30205,6384848802268840183,,,19.51,0.0693,WASP-139,49.56226478046,-41.30212831684,4.6984,-15.996,24.353,-11.8,1.84779423096593E-04
50.275011,25.297296,6377178595196930067,,,18.6979,0.0726,TOI-3682,50.27506129055,25.297345725240000,2.5213,34.818,-18.553,36.7,6.73789400677164E-05
50.509967,17.239693,6377178595196930067,,,18.6738,0.0553,TOI-5076,50.50965571974,17.23996721536,12.0845,168.778,-176.012,70.28,4.04448416011623E-04
51.228311,-73.957628,6379113728143528462,,,20.3437,0.1615,TOI-2202,51.22859068558540,-73.95757312152,4.2257,-10.852,6.352,0.95,9.47918982356528E-05
51.552957,18.635648,6377811898860046878,,,19.7782,0.1135,K2-86,51.552797407775,18.635612066387200,3.9146,67.746,-9.345,121.372,1.55435389118401E-04
51.640124,-43.613316,6377917541096885956,21.1276,0.257,14.4378,0.0066,HD 21520,51.64035831267000,-43.61356632963,12.5896,-2.25,-22.903,-16.46,3.02397517043816E-04
52.291065,-31.362933,6379711914008644448,,,19.0473,0.0537,TOI-2427,52.290972839910000,-31.363044832310000,35.0395,150.466,41.419,36.77,1.36745242560277E-04
52.342037,22.299328,6381963725633489674,,,20.4938,0.2416,K2-30,52.34197766040000,22.29940973982,2.9987,16.583,-14.085,0.0,9.84662800283794E-05
52.503434,17.584161,6379184150574795210,,,16.057,0.0128,K2-175,52.50353691444000,17.584202512870000,4.1657,3.217,-21.931,-32.58,1.06527184757169E-04
52.817903,-23.819844,6376861934772291255,,,16.8428,0.0192,WASP-22,52.8180279685,-23.819677944620000,3.1532,2.012,-26.579,-7.272,2.01604330645718E-04
52.888749,22.434995,6380274800611298867,,,18.984,0.0877,K2-178,52.888889386350000,22.434865268840000,4.6157,-7.943,-10.844,0.435,1.83488670516804E-04
53.158729,-81.250819,6377811916039916297,,,17.0599,0.0314,TOI-908,53.15926002621,-81.25074349234,5.6856,5.898,-0.353,9.39,1.10570801472111E-04
53.651114,20.599205,6377811942883462526,,,16.5942,0.0245,BD+20 594,53.65095551876000,20.59924159145,5.6384,36.44,-51.358,-20.61,1.52794799570366E-04
54.387769,10.057931,6379113727069785067,,,21.7858,0.2973,TOI-2537,54.388127663217100,10.057902557609700,5.4929,31.652,-36.262,61.27,3.54294687583762E-04
54.819604,-42.76241,6377776806829754750,19.4459,0.1556,13.014,0.0046,HD 22946,54.81984072697,-42.762551649670000,15.8985,-51.618,-110.546,16.91,2.24211281720518E-04
54.819604,-42.76241,6377776784281176050,19.4459,0.1556,13.014,0.0046,HD 22946,54.81984072697,-42.762551649670000,15.8985,-51.618,-110.546,16.91,2.24211281720518E-04
54.819604,-42.76241,6379184110846347862,19.4459,0.1556,13.014,0.0046,HD 22946,54.81984072697,-42.762551649670000,15.8985,-51.618,-110.546,16.91,2.24211281720518E-04
55.228484,12.572538,6381963734223422027,,,19.9799,0.0881,K2-77,55.22842207617,12.5726111896,7.0818,22.425,-37.908,7.1,9.49188377247886E-05
55.80905,16.634421,6382561789092040025,,,21.1043,0.2896,K2-84,55.80926013196,16.634547985160000,3.4731,21.481,-25.16,7.64,2.38038304404797E-04
55.80905,16.634421,6382561783723328841,,,21.1043,0.2896,K2-84,55.80926013196,16.634547985160000,3.4731,21.481,-25.16,7.64,2.38038304404797E-04
55.933327,-65.193837,6376861992754349649,,,18.4044,0.0438,WASP-119,55.933421796640000,-65.1938508694,3.3073,21.2,16.463,8.17,4.21208237498854E-05
57.339142,-60.787277,6376861992754349649,,,19.0949,0.0763,TOI-2416,57.338863827030000,-60.787141887690000,1.7909,8.744,-10.259,19.66,1.91538728161306E-04
57.656982,-15.02615,6376861992754349649,,,17.4543,0.0206,TIC 279401253,57.65710792972,-15.02611055484,3.4829,26.874,-26.601,15.45,1.27860438429973E-04
58.003574,19.391108,6380239695696102559,,,18.4273,0.0592,K2-411,58.003451587365800,19.391196006557800,3.3457,39.306,-48.383,41.3,1.45183204450751E-04
58.269055,17.907122,6380239695696102559,,,19.9242,0.1935,K2-176,58.269160681860000,17.9070805725,4.0461,4.164,-30.643,-27.3,1.08761214860612E-04
59.464617,18.465221,6380239695696102559,,,21.2739,0.2965,K2-85,59.46440259729,18.465246396430000,10.3253,93.932,-68.72,-4.87,2.04944040324189E-04
59.889965,21.298598,6382597047552312743,,,16.2127,0.0207,K2-111,59.889742178337900,21.298678907334200,5.0354,122.463,-35.451,-15.8862,2.22811502111793E-04
60.375045,15.625193,6382597046478569708,,,18.2396,0.0306,K2-173,60.37495080873,15.625046041570000,4.4121,64.735,19.415,102.332,1.72699609981616E-04
60.792905,16.347436,6382597002455155525,,,21.0546,0.2014,K2-174,60.79283042168,16.34743384749,9.9777,31.745,-62.216,-0.5775,7.15956771582166E-05
61.331534,20.157117,6382597002455155525,20.4899,0.2529,16.8737,0.028,V1298 Tau,61.331629165270000,20.15710089826,9.2577,5.413,-16.052,15.6224,9.077598302088E-05
61.331534,20.157117,6382597000307673740,20.4899,0.2529,16.8737,0.028,V1298 Tau,61.331629165270000,20.15710089826,9.2577,5.413,-16.052,15.6224,9.077598302088E-05
61.331534,20.157117,6382597044331087936,20.4899,0.2529,16.8737,0.028,V1298 Tau,61.331629165270000,20.15710089826,9.2577,5.413,-16.052,15.6224,9.077598302088E-05
61.331534,20.157117,6382597033593670225,20.4899,0.2529,16.8737,0.028,V1298 Tau,61.331629165270000,20.15710089826,9.2577,5.413,-16.052,15.6224,9.077598302088E-05
61.401193,-14.926667,6382597041109863033,,,19.1821,0.0883,TOI-2714,61.40119802407710,-14.92676694714310,1.6238,11.268,4.916,43.99,1.00064968950743E-04
61.686298,-16.755492,6382596996014802091,,,19.5087,0.0928,TOI-2373,61.686168971847500,-16.755585735119400,1.9875,11.289,-39.222,4.96,1.55083500021745E-04
61.941057,-25.208677,6382069219696053944,,,16.408,0.0215,TOI-954,61.94108616397000,-25.2086752912,4.1829,-5.768,-29.621,-6.89,2.64417418172598E-05
62.199094,67.116549,6382597017487545568,,,16.703,0.0164,TOI-2580,62.1990896323525,67.11654816144080,2.6398,10.607,-5.049,-19.16,1.8941288366159E-06
62.616008,-45.898016,6382597017487545568,20.28,0.2338,15.0831,0.0119,WASP-120,62.616066383710000,-45.89821502177000,2.6143,2.418,-6.59,19.45,2.03126983740481E-04
62.670384,24.40166,6382597017487545568,,,19.6778,0.0883,K2-29,62.670344677430000,24.401750858190000,5.6435,16.35,-22.063,33.25,9.76604443147342E-05
62.966313,-37.939791,6378937835274111979,,,16.7705,0.0178,TOI-451,62.966445382570000,-37.93978309865000,8.0993,-11.061,12.347,19.78,1.04703044528641E-04
62.966313,-37.939791,6378937835274111979,,,16.7705,0.0178,TOI-451,62.966445382570000,-37.93978309865000,8.0993,-11.061,12.347,19.78,1.04703044528641E-04
