obj_id,ra,dec,g_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag,r_mean_psf_mag_error,i_mean_psf_mag,i_mean_psf_mag_error,z_mean_psf_mag,z_mean_psf_mag_error,y_mean_psf_mag,y_mean_psf_mag_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_separation (deg)
116720162274493615,16.227465,7.2692165,15.538800239563,0.00170699995942414,14.7062997817993,0.0024600001052022,14.3938999176025,0.00176999997347593,14.2732000350952,0.00337700010277331,14.1738996505737,0.0013780000153929,K2-281,16.22737372858,7.269212814330000,2.107,22.744,0.946,9.17,9.02931334632841E-05
122100164626105114,16.462458,11.753655,10.0687999725342,0.0881099998950958,10.0866003036499,0.0713939964771271,9.92963981628418,0.0,9.48799991607666,0.161841005086899,10.9518995285034,0.00100000004749745,K2-222,16.46227644296,11.75342764592,10.0427,55.441,67.22,1.48,2.8872670443898E-04
120220166549408229,16.655035,10.18974,12.6680002212524,,12.2810001373291,,12.1630001068115,,12.1330003738403,,12.140700340271,0.00109200004953891,K2-221,16.654980023030000,10.189681108330000,3.2109,11.112,13.32,7.5689,8.01215772665312E-05
115900167613957058,16.761497,6.5887995,14.243200302124,0.00213599996641278,13.7252998352051,0.00100000004749745,13.5676002502441,5.89000002946705E-04,13.5250997543335,0.00424400018528104,13.4905996322632,0.00310699990950525,EPIC 220492298,16.761437380878700,6.588827724994720,1.6334,14.573,-6.905,-19.13,6.6063632485778E-05
107370173825499188,17.382504,-0.5177504,13.4630002975464,,13.0600004196167,,12.8800001144409,,12.7880001068115,,12.7321996688843,5.69999974686652E-04,K2-204,17.38252221810130,-0.5176224560452780,1.8101,-3.598,-30.522,-51.458,1.29287047314932E-04
109890176412304489,17.64134,1.5784426,12.4944000244141,0.0,11.4147996902466,0.00100000004749745,11.3245000839233,0.0310019999742508,11.3510999679565,0.136271998286247,12.0026998519897,0.0852890014648438,K2-210,17.64096410307,1.57827673427,5.612,70.876,31.801,0.09,4.1095760027454E-04
116410182999816228,18.300001,7.0130324,13.4060001373291,,13.0310001373291,,12.8730001449585,,12.7950000762939,,12.7609996795654,0.00258000008761883,K2-386,18.300032149092900,7.013067812756390,2.3409,-8.24,-8.725,-19.4929,4.68876191894167E-05
118780183443205429,18.344378,8.98744,16.4860000610352,0.00226400000974536,15.3212995529175,0.00971500016748905,14.1131000518799,0.00297700008377433,13.5669002532959,0.0013150000013411,13.326000213623,0.0016509999986738,K2-150,18.344189142940000,8.98754327722,9.7104,46.263,-25.65,4.8617,2.12750301987211E-04
111710184239687005,18.424059,3.0970616,13.6780996322632,0.0129890004172921,12.5593996047974,0.00100000004749745,13.0309000015259,0.00100000004749745,12.7768001556396,0.0232490003108978,11.8137998580933,3.41000006301329E-04,K2-212,18.42340023758,3.09693817457,9.3064,162.638,31.373,-6.84,6.69201577918128E-04
115340184700039203,18.470076,6.123865,13.3240003585815,,12.9060001373291,,12.7250003814697,,12.6300001144409,,12.6078996658325,0.0056520001962781,K2-215,18.470107213690000,6.12391183852,2.4719,-6.403,-10.955,14.7092,5.62983909260507E-05
133940189958271455,18.995626,21.617199,,,12.7568998336792,0.00100000004749745,15.4732999801636,0.00289899995550513,12.5158996582031,0.172672003507614,,,WASP-186,18.99521145459,21.616946022,3.5265,21.76,-9.197,-5.94,4.61320565676054E-04
167080191143480769,19.114664,49.233166,12.9285001754761,0.00237599993124604,11.6496000289917,0.0411610007286072,11.1403999328613,0.0611050017178059,10.7339000701904,0.0481670014560223,11.2649002075195,0.104650996625423,TOI-1467,19.113929453060000,49.2337803305,26.6547,108.377,-149.145,-25.42,7.79632334231517E-04
119400193046032075,19.30478,9.501277,14.7940998077393,0.00147200003266335,13.3640003204346,,12.7650003433228,,12.3570003509521,,12.0453996658325,0.0459670014679432,K2-151,19.30453107487,9.501390922060000,14.4246,55.489,-28.942,-47.3742,2.69819446958182E-04
109060207790087351,20.778994,0.8890178,12.9580001831055,,12.4720001220703,,12.2620000839233,,12.1560001373291,,12.0430002212524,0.0022340000141412,K2-208,20.77909469886,0.8891783039600000,3.8358,-26.433,-39.656,9.8361,1.89663326365149E-04
97550209226278389,20.922575,-8.701694,12.3283004760742,0.00100000004749745,11.2803001403809,0.0376680009067059,10.9412002563477,0.0453709997236729,10.7537002563477,0.0550559982657433,10.5790996551514,0.0829790011048317,TOI-2411,20.92297036944,-8.7013836314,16.8113,-117.921,-95.403,-13.57,4.98780250687012E-04
147370210651473464,21.065138,32.810722,13.7701997756958,6.30999973509461E-04,13.2410001754761,,13.076000213623,,13.0054998397827,0.0026320000179112,12.9530000686646,0.00760299991816282,HAT-P-51,21.06517244598,32.81077227123,2.2499,-9.242,-16.771,-27.25,5.7765335163814E-05
110040211060156468,21.106161,1.7049174,13.5205001831055,0.00100000004749745,13.1440000534058,,12.8640003204346,,12.7080001831055,,12.576000213623,0.0031530000269413,K2-211,21.105948919890000,1.70495428332,3.576,48.694,-10.262,-13.57,2.15281425640458E-04
154760218710972385,21.8711,38.968113,13.8613004684448,0.00460299989208579,13.7911996841431,0.0492190010845661,13.3803997039795,0.00634199986234307,13.3591995239258,0.00637200009077787,13.3351001739502,0.00275800004601479,HAT-P-53,21.871101503620000,38.96812724483,1.4489,-0.051,-3.141,-18.84,1.43862492528429E-05
194750219212316714,21.921822,72.29661,13.671799659729,0.00222999998368323,12.5017004013062,0.00100000004749745,11.7819004058838,0.096730999648571,11.8318004608154,0.32574200630188,11.8021001815796,0.0459540002048016,TOI-1695,21.92072026551,72.29644065428,22.2257,71.628,40.45,-60.38,3.74373652142931E-04
172420221679444030,22.167976,53.686092,16.4918994903564,0.00705299992114306,15.3173999786377,0.00257000001147389,14.2602996826172,0.00317799998447299,13.771900177002,0.00159100000746548,13.5361995697021,0.00669099995866418,TOI-6330,22.168247209356700,53.68627194696690,6.9672,-36.516,-45.08,-47.05,2.40768853899517E-04
201340263392148568,26.339209,77.7899,,,,,11.3987998962402,0.0203079991042614,,,10.8569002151489,0.00100000004749745,TOI-2152,26.338410856410000,77.79017404126,3.1166,27.534,-11.833,-4.24,3.20340030662363E-04
111240266326510187,26.63247,2.6996443,,,,,,,15.6372995376587,0.202297002077103,,,WASP-76,26.632739973940000,2.7005639071000000,5.2899,45.531,-40.593,-1.152,9.58538144098123E-04
111750267932009967,26.793268,3.1329517,13.0950002670288,,12.7790002822876,,12.6730003356934,,12.6440000534058,,12.6410999298096,0.0243730004876852,WASP-181,26.79324806693,3.13302757088,2.3215,-5.276,-22.087,-11.21,7.84547032333538E-05
110900327820381830,32.782097,2.4177928,,,,,,,12.7231998443604,0.204798996448517,,,WASP-156,32.78176518340000,2.41802179069,8.2073,74.217,39.93,9.3,4.02807012072828E-04
170130331309205841,33.13091,51.779266,,,,,13.9243001937866,0.00104400003328919,,,,,HAT-P-29,33.13116143934,51.77876770795,3.1358,-9.972,1.79,-21.11,5.22542880201671E-04
105800352157159100,35.21577,-1.8260375,12.6090002059937,,12.3030004501343,,12.2130002975464,,12.1990003585815,,12.1660003662109,0.0131850000470877,WASP-116,35.21572345248290,-1.826049453366390,1.9009,8.687,1.75,-9.22,4.87272419610674E-05
146690353833806385,35.383396,32.24643,,,,,,,13.4607000350952,0.00100000004749745,,,HAT-P-38,35.3832514739,32.24613703865,3.9747,47.671,-21.594,-19.85,3.16974139262345E-04
157210383606536695,38.360634,41.013405,,,,,15.0846004486084,0.00224700011312962,,,13.7444000244141,0.00233000004664063,TOI-1601,38.3614470697,41.013436068700000,2.986,21.354,-0.93,-7.8,6.14413467199403E-04
95210384708221555,38.47091,-10.657552,11.5476999282837,0.0849450007081032,11.381199836731,0.0708149969577789,11.3072004318237,0.0557029992341995,,,12.7210998535156,0.00114199996460229,TIC 4672985,38.47048896377,-10.65726234022,3.9593,43.196,-27.951,33.14,5.04241522996249E-04
109440401780940126,40.178265,1.1997873,,,16.048900604248,0.00354299996979535,,,,,14.3381004333496,0.00363699998706579,TOI-2443,40.17863810646170,1.1986778661416700,41.8223,283.915,231.745,72.941,0.0011705491571645700
90550422474465606,42.24764,-14.537312,13.7285003662109,0.00276700011454523,12.5537004470825,0.00100000004749745,11.4326000213623,0.0379710011184216,11.2526998519897,0.180503994226456,12.0100002288818,0.00100000004749745,TOI-1201,42.24697018587540,-14.537483892027500,26.5706,164.069,46.549,32.37,6.69668597935938E-04
194100424333153988,42.433365,71.75266,,,,,14.5975999832153,0.00171700003556907,,,,,HD 17156,42.43536293106,71.75323034333,12.9142,90.848,-33.013,-3.384,8.44790201065413E-04
142820427216947322,42.721737,29.022255,14.5075998306274,0.00194700004067272,13.7806997299194,3.57000011717901E-04,13.4940004348755,,13.3468999862671,0.00722299981862307,13.2251996994019,0.00183500000275671,HAT-P-52,42.72166832846000,29.02236774966,2.7394,14.807,-27.535,61.89,1.2775490556295E-04
