sdss_id,in_boss,in_apogee,in_astra,has_been_observed,release,obs,mjd,ra_sdss_id,dec_sdss_id,catalogid21,catalogid25,distance
67680251,FALSE,TRUE,TRUE,TRUE,dr17,apo,56027,293.6792067907990,46.85273282508360,4259317972,27021599488936232,null
67677323,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.68190982018400,45.817522263544800,4258333261,27021597817762474,null
67123026,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.7084175217140,41.61510712848980,5374761507,27021598931002306,null
67678116,FALSE,TRUE,TRUE,TRUE,dr17,apo,56027,293.7164655683960,46.226689479082900,4258339817,27021599488936371,null
67130773,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.71911722385300,43.12457550223510,4257902768,27021597817333405,null
67680414,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.7258065701030,47.24691930493550,4260330870,27021597819753209,null
67125585,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.7271604541370,42.80671051605750,4257883017,27021597817313707,null
67678098,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.7280684793720,46.12911300751490,4258337755,27021597817766944,null
67659697,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.74711152422300,45.1071978123657,4258254448,27021597817683950,null
67123203,FALSE,FALSE,TRUE,TRUE,dr17,apo,56368,293.7582989579820,41.87180529453500,5374771696,27021598931012468,null
67125578,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.76738556962600,42.829155355575,4257883631,27021597817314321,null
67676656,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.7968547005690,45.16072621983020,4258255113,27021597817684611,null
67124808,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.81645897623600,42.21251615556720,5374803017,27021598931043675,null
67125574,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.8241780905000,42.77964668536990,4257882500,27021597817313191,null
67762449,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,293.8334519087410,50.23034863403660,4260696108,27021597820116871,null
67125446,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.83455445003200,42.62494776053930,4257450792,27021597816882500,null
67680339,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.86561856931400,47.02681433883380,4259319065,27021597818745935,null
67120475,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.87810462090200,41.661723481407000,5374764803,27021598931005596,null
67120297,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.8799053480980,41.393837975271,5374632659,27021598930873704,null
67680148,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.88135854378200,46.83881609825650,4259316350,27021597818743234,null
67761804,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,293.88173617072500,49.683142121473200,4260680903,27021597820101742,null
67133341,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.8829008738220,44.638071006689300,4258150541,27021597817580378,null
67125267,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,293.8901979518070,42.52794003154200,4257447899,27021597816879610,null
67763643,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,293.900578505844,50.42705128451940,4260703318,27021597820124056,null
67120429,FALSE,TRUE,TRUE,TRUE,dr17,apo,56557,293.9297342795950,41.602906223400900,5374763322,27021599488815772,null
67688282,FALSE,FALSE,TRUE,TRUE,dr17,apo,57510,293.9476371732930,48.06525909511980,4260387592,27021597819809702,null
67763665,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,293.97339238652500,50.53184427001780,4260704015,27021597820124750,null
67676759,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.9739361456230,45.35071677618740,4258291170,27021597817720533,null
67680071,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.9815370787620,46.68772674215500,4259300698,27021597818727647,null
67680074,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,293.9886742189150,46.71799799653660,4259300869,27021597818727816,null
67678830,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.0054188298120,46.31066226180790,4259294216,27021597818721190,null
67129996,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,294.00939513573900,42.880777936611500,4257466765,27021597816898435,null
67677369,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.0230226767450,45.85305245854160,4258313356,27021597817742643,null
67676619,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.0433989532740,45.13982141994050,4258253247,27021597817682753,null
